Delivery_ID,Rider_ID,Shift_Hour,Cumulative_Deliveries,Has_Elevator,Building_Floor,Traffic_Density,Delay_From_Target_Min,Burnout_Score
0583d600,RIDER_098,2,20,0,3,Medium,-3.8,70
01b14de6,RIDER_006,1,11,1,7,Low,-4.9,38
2d7e0adf,RIDER_136,8,13,1,0,Medium,-1.5,79
619ad764,RIDER_125,4,11,0,9,High,0.3,100
1c110c6f,RIDER_051,3,4,0,2,High,5.6,69
e9af5d17,RIDER_011,1,14,1,3,Low,6.1,40
0fbe333a,RIDER_127,2,5,1,3,Low,-6.4,26
1609fe31,RIDER_140,3,4,1,2,High,4.5,56
8d6ef5e2,RIDER_073,3,1,0,2,Low,0.5,27
5943f821,RIDER_002,6,14,1,6,Medium,3.4,68
b46a5e3a,RIDER_008,8,7,1,7,Low,9.7,72
c13c78a4,RIDER_139,6,10,1,9,Low,-1.3,56
e3aa2379,RIDER_124,2,2,1,3,High,4.0,51
1e41f890,RIDER_053,2,10,0,10,Medium,6.3,100
bfe3b6d8,RIDER_010,7,3,0,10,Medium,2.3,100
f0af9fa1,RIDER_112,1,21,0,7,Low,-0.5,95
a5d81506,RIDER_008,1,8,1,7,High,-0.5,45
7bd0cdf7,RIDER_036,7,10,0,5,Medium,0.1,97
81c56a54,RIDER_106,9,8,1,0,Medium,2.9,75
afab393a,RIDER_014,5,14,1,6,Medium,-0.7,57
39efee3d,RIDER_086,1,18,1,6,Medium,4.4,63
328fa00f,RIDER_149,5,9,1,4,Medium,3.7,66
1f6cc31d,RIDER_050,1,22,1,5,Medium,-4.9,53
838b9b8d,RIDER_020,9,9,1,8,High,6.5,97
824de9ec,RIDER_087,4,4,1,2,Medium,10.8,62
ea778517,RIDER_135,9,3,1,3,Low,0.1,55
5935f95a,RIDER_137,2,14,1,8,Low,5.7,52
0896b18d,RIDER_129,7,14,0,9,Medium,7.4,100
d765e893,RIDER_038,2,21,1,1,High,4.9,74
e5c5299e,RIDER_044,4,16,1,8,Low,4.2,53
8c6d1885,RIDER_086,6,5,1,4,Low,-4.8,50
46b7b3a0,RIDER_044,2,20,0,2,Medium,0.9,57
7eac6805,RIDER_074,2,23,1,7,Low,1.4,50
679f533f,RIDER_119,2,24,0,8,High,7.3,100
3974680a,RIDER_122,3,15,1,0,Medium,-3.1,55
303ffd05,RIDER_134,5,21,1,4,Low,9.8,70
e7e99b23,RIDER_145,9,9,1,8,Medium,8.5,92
e8f669ae,RIDER_051,6,7,0,10,Medium,-2.0,100
ce3f2506,RIDER_038,9,13,1,1,High,-3.0,89
8bbab5fc,RIDER_051,5,23,1,0,High,6.3,94
9dcbfdec,RIDER_010,6,8,1,7,Low,0.8,48
6d6c09e9,RIDER_120,8,12,1,5,Low,1.0,66
4c22e073,RIDER_149,3,4,0,1,Medium,5.9,56
5dbfbce2,RIDER_070,2,16,0,2,Medium,-2.7,56
7b176cba,RIDER_085,3,6,1,4,Low,5.9,47
72103de7,RIDER_057,9,5,1,0,High,-2.9,85
3a609d85,RIDER_126,6,1,1,1,Medium,-3.2,55
d2940480,RIDER_039,4,14,1,10,Medium,5.7,70
29eb39c1,RIDER_033,3,9,1,0,Low,4.8,47
a3f172a9,RIDER_018,2,18,1,10,Low,-6.7,44
5cd1beab,RIDER_057,4,6,1,6,Medium,5.5,53
fa2d334b,RIDER_096,9,15,0,6,Medium,9.7,100
fd8557b9,RIDER_048,4,16,1,9,High,2.4,67
225aa59a,RIDER_042,5,8,1,4,Medium,7.1,68
16b1cd00,RIDER_027,8,19,1,9,Medium,1.1,85
0904f356,RIDER_074,2,5,0,5,Medium,6.3,80
19dfb7aa,RIDER_110,3,14,0,2,Low,-8.6,43
fe0eb28f,RIDER_032,6,7,1,10,Medium,-0.5,60
7ed8643a,RIDER_026,7,4,1,1,High,13.4,91
03b84472,RIDER_025,4,21,1,9,Medium,8.0,77
dfc96d00,RIDER_075,1,1,1,8,Low,0.8,25
6ceb1950,RIDER_023,7,4,1,1,Medium,1.9,61
ede1ea73,RIDER_057,9,14,1,0,Medium,-2.5,82
32968098,RIDER_126,1,23,1,8,Medium,2.1,61
c2868300,RIDER_087,1,16,1,7,High,-4.9,54
406b4b39,RIDER_031,1,7,0,7,Low,4.2,81
1e1b7ae9,RIDER_064,7,10,0,6,Medium,-0.2,95
a13940bc,RIDER_033,9,10,1,8,High,4.8,97
0dfdba07,RIDER_002,3,4,0,10,Medium,-0.3,100
bfad3475,RIDER_018,8,12,1,2,High,-0.5,88
47607ea7,RIDER_084,9,6,1,7,Low,5.7,75
cbef09c1,RIDER_035,3,13,1,0,Low,0.3,49
005da0c7,RIDER_114,3,21,1,0,Low,0.5,54
6d6d25a7,RIDER_146,1,1,0,10,High,8.1,100
44546c47,RIDER_110,2,8,1,5,High,8.0,69
ad11003f,RIDER_088,7,23,0,7,Low,5.4,100
7afcce18,RIDER_072,3,16,1,7,Medium,2.1,53
421b54a9,RIDER_125,7,5,1,9,Low,12.0,72
591c8df1,RIDER_030,5,7,1,0,Medium,7.6,68
8b292058,RIDER_053,8,3,1,10,Medium,-0.6,67
7c5af545,RIDER_138,5,24,1,0,Low,5.0,73
d7c55e35,RIDER_087,3,21,1,8,Medium,-1.9,62
f974744b,RIDER_139,9,2,1,8,Medium,3.8,71
31c4f747,RIDER_013,7,2,0,6,Medium,1.3,95
bff27f73,RIDER_040,5,20,1,0,Medium,-0.1,72
533e3a30,RIDER_089,7,23,1,9,Medium,3.9,90
42261417,RIDER_068,9,10,1,1,Low,-1.4,67
d02e4f2d,RIDER_042,5,20,0,7,Medium,1.0,100
4ad67cb8,RIDER_147,7,9,1,7,Medium,3.9,70
0a635d70,RIDER_094,9,18,1,10,Medium,2.4,96
b565a6ae,RIDER_019,1,6,1,4,Low,1.3,31
d2f9da53,RIDER_023,4,20,1,1,Low,0.8,52
0ecb102e,RIDER_054,1,6,0,2,High,1.0,48
a2ce58da,RIDER_065,8,10,1,4,Low,8.4,74
2e49f951,RIDER_140,3,9,0,2,Medium,6.2,56
fa1bfdcc,RIDER_024,2,9,1,9,Medium,-4.7,40
c9236c54,RIDER_034,4,3,1,0,High,-2.0,60
e2776d5e,RIDER_053,3,12,1,5,High,-2.9,62
18bf21a2,RIDER_136,5,11,1,4,High,0.2,71
3016b74a,RIDER_018,8,14,1,2,Medium,7.0,87
3f61d74f,RIDER_057,8,19,1,8,Medium,-1.2,82
7b55c4a2,RIDER_112,7,10,1,9,Medium,3.9,66
5655f0bd,RIDER_005,8,19,1,7,Low,6.4,79
8bd95f47,RIDER_013,5,5,1,6,Low,-6.7,40
19f98a6a,RIDER_083,6,22,1,10,Medium,-0.2,77
e1de0185,RIDER_029,8,9,1,1,High,-4.4,79
ffa5c4bc,RIDER_003,1,1,1,9,Low,-0.5,17
807c7902,RIDER_090,6,15,0,4,Medium,3.9,98
866b58d3,RIDER_104,6,24,1,4,Medium,-4.9,80
b1ff8b50,RIDER_123,5,4,0,5,Medium,2.0,84
67019474,RIDER_076,4,7,1,5,Low,-5.1,41
45c20670,RIDER_130,1,6,0,2,Medium,-3.1,33
8eca2887,RIDER_108,8,15,1,10,High,6.8,100
36c1d62f,RIDER_082,6,6,0,3,High,4.8,96
023f42a9,RIDER_077,3,7,1,0,Low,-3.1,35
a51a22cf,RIDER_002,3,20,0,10,High,2.0,100
23d7aff1,RIDER_127,6,22,1,0,High,1.1,89
670db396,RIDER_135,7,3,1,4,Medium,3.1,69
ca1dc597,RIDER_026,8,21,1,3,Low,5.5,78
2ccb6ba9,RIDER_088,5,13,0,6,High,12.1,100
d70cfc2a,RIDER_016,6,2,1,6,Low,0.6,54
bb785bad,RIDER_073,1,3,1,3,Medium,10.0,40
bae0b55c,RIDER_032,6,13,0,9,Medium,-1.5,100
c048aa1e,RIDER_015,9,9,1,1,Low,1.5,67
b821f200,RIDER_141,4,22,0,9,Medium,0.1,100
7ec084f3,RIDER_005,1,19,1,3,Medium,0.3,53
12159348,RIDER_074,9,18,1,7,Medium,3.0,80
82e424fe,RIDER_052,4,5,1,1,Medium,5.1,58
13f07371,RIDER_077,2,10,1,4,Medium,3.4,46
398b7509,RIDER_110,1,14,0,6,High,5.1,98
a4c677de,RIDER_143,3,21,1,9,Low,4.8,66
0e64176b,RIDER_106,7,17,1,5,Medium,3.3,79
d85dbc4e,RIDER_127,2,3,1,8,Medium,1.5,41
b020eb54,RIDER_007,9,7,0,1,Medium,-0.4,78
446d1681,RIDER_040,2,9,1,3,Medium,0.1,39
d8f15763,RIDER_099,5,5,1,6,Medium,7.4,52
a90ae051,RIDER_143,8,4,1,7,Medium,-0.0,66
5f38dfea,RIDER_085,8,3,1,4,Medium,4.4,68
da1b4f53,RIDER_065,3,13,1,4,Medium,8.1,66
732406c5,RIDER_132,2,9,1,3,Medium,4.1,55
a95644b6,RIDER_011,9,23,0,8,Low,3.0,100
59628443,RIDER_108,3,7,0,9,Medium,9.0,100
72fea58a,RIDER_026,8,8,0,3,Low,2.7,85
8075d961,RIDER_085,2,10,1,2,Medium,0.5,45
08a65581,RIDER_123,3,1,1,8,Medium,8.6,48
f8af5648,RIDER_144,1,20,1,6,Medium,0.5,57
b21f6d94,RIDER_068,6,21,0,8,Medium,2.3,100
239b7d4b,RIDER_104,7,21,1,3,Medium,0.0,73
b52591d4,RIDER_080,4,1,0,2,Low,-6.4,36
4872e031,RIDER_053,1,19,1,9,Low,-4.4,40
b152dcc3,RIDER_106,3,2,0,7,Medium,-2.3,87
abee05b2,RIDER_044,9,12,0,3,High,2.2,100
c04106c5,RIDER_140,5,23,1,9,Medium,2.7,71
9971b07a,RIDER_090,6,13,0,2,Medium,3.4,69
c11d9d62,RIDER_101,4,14,0,3,Medium,-0.7,72
83f19d62,RIDER_097,1,5,0,1,Medium,-1.0,36
0f5cdee4,RIDER_009,5,3,0,10,Low,14.6,100
5dd2a8ca,RIDER_012,5,24,1,3,Medium,-0.7,80
63dfbc7b,RIDER_069,5,17,0,6,Low,3.8,99
1232a540,RIDER_028,6,1,0,2,Medium,6.4,57
1d54f577,RIDER_056,2,14,1,0,Medium,3.9,58
93d21de8,RIDER_099,1,6,1,9,Low,1.0,28
95587eda,RIDER_110,2,17,1,7,Medium,-2.5,55
c260bf78,RIDER_077,6,4,1,5,Medium,-2.6,49
e8496c3a,RIDER_103,5,6,0,2,Medium,0.3,52
2cf4f9bb,RIDER_106,5,1,1,7,Low,1.4,46
45585929,RIDER_109,6,9,1,5,Medium,1.8,63
a006e13d,RIDER_112,7,4,1,0,Medium,-0.9,53
dde7ed22,RIDER_058,9,9,1,8,Medium,0.1,81
40812ede,RIDER_078,7,9,1,10,Low,7.5,63
721f48f6,RIDER_075,2,22,1,8,Medium,-2.1,55
1eef3b2c,RIDER_042,6,13,1,8,Medium,-0.7,60
8530a569,RIDER_068,9,23,0,5,High,-3.2,100
892cd26b,RIDER_033,7,17,1,5,Medium,13.4,100
607b65c8,RIDER_071,2,21,1,3,Medium,-5.8,56
a52131ac,RIDER_056,3,3,1,7,Medium,0.6,48
0cc5866a,RIDER_105,8,6,1,8,High,9.3,100
06b362cd,RIDER_101,9,20,1,6,Low,7.5,91
da781288,RIDER_051,4,15,1,6,Medium,3.4,63
6c0662aa,RIDER_074,9,14,1,1,Medium,4.0,84
6bcb0e16,RIDER_121,2,13,1,1,Low,-2.3,40
295ca318,RIDER_143,5,9,1,9,Low,-4.1,56
5a90968a,RIDER_143,2,23,0,10,Low,-0.6,100
2b380441,RIDER_005,1,15,1,1,Medium,-0.1,44
ad68de5b,RIDER_083,5,14,0,3,High,4.1,99
f3df7e5b,RIDER_051,2,4,0,8,Medium,1.6,93
478ef388,RIDER_010,7,11,0,4,Low,8.7,96
ea2e9740,RIDER_140,8,22,1,1,Medium,3.0,88
27dd47ef,RIDER_004,2,2,0,3,Low,-4.5,43
e59b9ea7,RIDER_095,7,16,1,6,Low,-3.7,61
7265e5ed,RIDER_146,4,19,1,4,High,0.5,78
3eb9fca8,RIDER_080,1,16,1,10,Medium,-0.8,42
c286579b,RIDER_036,3,7,0,7,Medium,1.9,92
9b7d36c3,RIDER_025,1,11,1,0,Low,5.1,39
ab7ae07b,RIDER_098,5,12,0,4,Medium,4.4,96
b67221d7,RIDER_101,8,4,1,3,Medium,-2.4,62
7181ffe3,RIDER_009,1,16,0,2,High,6.8,71
c881b239,RIDER_061,9,16,0,6,Low,0.6,100
280471c8,RIDER_053,3,7,0,9,High,2.2,100
701a49b1,RIDER_146,5,13,1,10,Low,-1.6,55
24731b4f,RIDER_063,9,5,1,0,High,3.6,92
aef3a447,RIDER_121,5,1,0,5,Low,3.4,77
bbba7edf,RIDER_105,9,5,1,7,Medium,7.9,82
e218e6ef,RIDER_004,8,22,1,1,Low,-0.5,75
1cabf44c,RIDER_093,7,14,0,5,Medium,2.4,100
54cb640d,RIDER_028,1,11,1,10,Low,3.5,33
f553b496,RIDER_080,4,2,1,0,Medium,3.2,44
90ced313,RIDER_076,9,24,1,5,Medium,7.2,100
32f56942,RIDER_116,8,18,1,5,Medium,-1.1,79
cadb223b,RIDER_069,4,15,1,4,Low,3.9,46
70174063,RIDER_098,1,14,1,6,High,4.3,58
90225126,RIDER_001,4,13,1,4,Low,0.5,43
33bd58e4,RIDER_096,3,2,0,7,High,3.0,100
b6806a6b,RIDER_017,6,19,1,1,High,2.8,84
a322009f,RIDER_112,5,8,0,5,Medium,3.8,89
46781353,RIDER_091,5,22,0,4,Low,0.7,90
a97988af,RIDER_088,2,17,1,9,Low,-1.2,45
b896071a,RIDER_090,3,15,1,1,Medium,2.7,60
0159efc0,RIDER_049,6,20,1,10,Low,4.8,70
fb5c1fc0,RIDER_038,2,21,1,6,Medium,-1.9,56
edfd5f3b,RIDER_150,4,14,1,3,High,5.5,83
c2894cba,RIDER_132,2,3,1,5,High,2.7,51
81323de6,RIDER_059,9,17,0,4,Medium,1.5,100
d374396e,RIDER_068,3,3,1,3,High,1.8,58
d3130ea9,RIDER_130,6,13,1,1,Low,-2.6,60
ae3f4f1f,RIDER_049,1,18,0,6,High,2.8,97
a2a35328,RIDER_126,3,1,0,4,Medium,1.2,66
7b60e58d,RIDER_111,8,7,0,2,Medium,3.1,72
6040dbce,RIDER_048,5,23,0,5,Low,1.4,100
b174817a,RIDER_051,8,5,1,7,Low,-0.1,52
cf34ef1f,RIDER_043,2,2,0,10,Medium,-2.5,95
f2afdca8,RIDER_098,7,17,0,9,High,-4.9,100
402c2458,RIDER_124,9,21,1,9,Medium,0.5,92
19e50067,RIDER_080,7,10,1,1,Medium,-8.0,71
82b844d6,RIDER_111,3,4,1,10,Low,-3.7,32
7dd6b4c3,RIDER_143,7,9,1,9,Medium,5.4,75
b06173ad,RIDER_027,8,21,1,3,Low,-1.6,73
7dc79d8c,RIDER_113,1,11,1,2,High,4.6,59
07e3d4a9,RIDER_086,3,12,1,6,Medium,4.2,59
63ee2672,RIDER_114,5,12,1,9,Medium,-1.1,67
e2930a45,RIDER_124,6,18,1,7,Medium,5.8,84
391deced,RIDER_049,3,4,0,7,Medium,7.4,100
e4a243c7,RIDER_076,4,9,1,3,Medium,-3.9,50
2a5b74b3,RIDER_055,5,8,1,9,Medium,5.6,56
a3dea720,RIDER_056,3,19,1,1,Medium,-0.6,68
8de291d7,RIDER_095,4,24,1,5,Medium,-4.2,63
2ac60a7a,RIDER_044,5,13,1,2,Low,3.0,55
8caf3a3e,RIDER_087,2,2,1,7,Low,4.2,31
18e917e1,RIDER_084,9,19,0,2,High,1.8,100
fc453241,RIDER_016,8,14,1,1,Low,9.2,86
2ed08c4c,RIDER_149,6,5,1,8,Medium,5.0,61
710819a9,RIDER_145,3,10,1,8,Medium,1.7,51
77878a4c,RIDER_037,2,24,1,8,Medium,2.7,61
f45489fa,RIDER_077,7,17,0,2,Low,14.1,84
1b0712c1,RIDER_147,8,20,1,1,Medium,3.9,91
0994e9c9,RIDER_045,1,16,0,3,Medium,7.6,71
6e23b438,RIDER_146,6,17,1,1,Medium,5.8,79
9079114f,RIDER_062,7,1,0,7,Medium,-2.6,98
bf631313,RIDER_100,9,21,0,9,Medium,-2.2,100
c5b9fc48,RIDER_052,3,22,1,0,High,1.9,76
949376d6,RIDER_019,2,15,0,1,Medium,1.6,56
9936dd56,RIDER_109,5,17,1,5,Low,3.2,63
89cdfc93,RIDER_044,1,11,0,8,Medium,7.0,98
3bb32bbf,RIDER_007,6,22,1,9,Low,5.3,76
b43557e2,RIDER_117,9,5,0,4,Medium,-3.9,88
8b6fb424,RIDER_068,9,4,1,4,Medium,-0.6,76
fd99a325,RIDER_034,7,21,0,2,Low,8.6,85
d36ef963,RIDER_069,7,24,0,7,Low,4.5,100
7a40a660,RIDER_055,8,9,1,5,Medium,-4.3,75
1ce2bfc9,RIDER_010,2,16,0,9,Medium,1.3,100
09503ce6,RIDER_042,6,12,0,1,Medium,-5.6,64
ed73b498,RIDER_041,5,18,1,4,Medium,6.3,73
374ae949,RIDER_122,5,22,1,3,Medium,4.1,69
b4af4866,RIDER_138,3,3,1,10,Low,1.2,30
0c203a71,RIDER_010,3,15,1,9,Low,1.7,49
d233859e,RIDER_102,6,18,1,8,Medium,4.2,78
19b87b62,RIDER_128,7,12,1,3,Medium,7.0,80
4e430180,RIDER_149,1,13,1,7,Medium,3.7,43
1e1437ce,RIDER_136,3,1,1,0,Medium,4.9,42
eb0be16f,RIDER_092,1,4,1,4,Medium,3.6,41
793afd3c,RIDER_113,3,8,0,8,Medium,7.5,100
f01dacae,RIDER_078,5,19,1,2,High,9.3,88
2f6e2d23,RIDER_085,9,21,0,10,Low,-0.6,100
90e1a99d,RIDER_030,3,21,1,5,Medium,1.2,69
39ac9ce2,RIDER_049,9,5,1,10,High,2.2,80
d938dcb3,RIDER_009,1,11,1,9,Medium,-0.8,40
0a16ebe7,RIDER_145,6,24,0,5,Medium,0.6,100
0954db62,RIDER_069,9,24,0,10,Medium,1.7,100
115a4600,RIDER_058,5,17,0,5,High,2.1,100
b3568e17,RIDER_062,2,17,1,3,Medium,0.3,54
3ba1fab6,RIDER_052,5,2,0,6,Low,-0.1,79
dd71ea93,RIDER_040,1,24,1,2,Medium,2.2,67
0f2a2b9c,RIDER_063,9,1,0,5,Low,-1.2,85
5b63a833,RIDER_147,9,4,1,9,Medium,3.5,69
6af60cf3,RIDER_050,6,9,1,4,High,-2.9,77
d86e7747,RIDER_141,9,2,1,2,Medium,1.9,72
606008bd,RIDER_078,3,3,0,1,Medium,8.7,44
542f88c2,RIDER_097,4,6,1,0,High,1.0,58
e1805943,RIDER_043,6,13,1,7,Medium,5.6,66
db220a1a,RIDER_036,4,15,1,0,Low,-2.5,55
acead0d9,RIDER_122,1,11,0,4,Low,0.3,62
da32cf39,RIDER_108,7,10,1,4,Medium,4.6,73
c590e982,RIDER_010,5,3,1,0,Low,-8.1,45
24be8468,RIDER_095,8,20,0,8,Medium,4.5,100
b1872805,RIDER_006,9,9,0,4,Medium,1.7,100
ab02bde4,RIDER_057,5,10,0,8,Medium,0.6,100
351251d0,RIDER_129,8,21,0,10,Medium,7.8,100
0a45c343,RIDER_071,1,23,1,5,Medium,-3.8,53
529725fa,RIDER_021,1,24,1,6,High,3.6,73
3de3e573,RIDER_092,7,23,1,6,Medium,5.3,92
62b02cca,RIDER_127,6,12,1,1,Medium,-0.9,65
e6061f80,RIDER_080,5,8,1,4,Low,-6.2,46
90272633,RIDER_056,5,21,0,1,Medium,3.2,76
7170f16e,RIDER_116,9,21,1,3,Medium,5.3,92
1f6ef459,RIDER_148,1,21,0,2,Medium,7.9,62
798e8bda,RIDER_025,8,17,1,10,Medium,-4.5,82
c5f267eb,RIDER_005,2,22,1,5,Medium,0.9,57
e3d84e65,RIDER_120,7,5,1,10,Medium,10.8,75
f991e8f6,RIDER_021,6,24,1,4,High,3.0,97
50fd18a8,RIDER_018,2,8,1,0,Low,3.2,35
455b1e58,RIDER_057,3,18,1,1,Medium,4.3,62
9b630320,RIDER_093,4,11,1,6,Low,2.1,42
26f2bb01,RIDER_019,7,22,0,8,Medium,0.9,100
eddb5dd2,RIDER_128,8,10,1,0,Medium,1.2,77
d6068314,RIDER_097,2,15,1,3,High,7.8,77
a7fbf5c3,RIDER_131,8,6,1,10,Low,5.0,66
5d36f077,RIDER_021,9,19,1,2,Medium,3.5,86
82727c10,RIDER_040,7,17,1,10,Medium,-5.6,72
f5cb0edc,RIDER_067,1,23,0,4,Medium,-0.1,77
5ff24c5d,RIDER_127,6,10,1,4,Medium,10.5,74
4a1f3302,RIDER_055,8,5,1,9,Medium,-1.2,63
b5eccb06,RIDER_109,5,16,1,9,Medium,2.3,66
c3a13718,RIDER_098,2,12,1,10,Low,1.6,45
bf9dc941,RIDER_112,5,21,0,1,Medium,-3.8,70
44614e00,RIDER_115,8,24,1,4,Medium,-1.8,93
fabc6f34,RIDER_117,2,5,0,3,High,-4.4,66
b043e59a,RIDER_087,1,21,1,0,Medium,-4.8,54
31fe7658,RIDER_081,4,1,1,0,High,3.9,59
e74c7a3a,RIDER_066,4,2,1,0,Low,-1.1,37
aab4b84c,RIDER_019,9,5,1,7,Low,9.5,79
275dcff0,RIDER_135,3,23,1,2,Medium,5.3,76
02d3f23d,RIDER_118,4,19,1,8,Low,1.8,57
e9ee8a9e,RIDER_042,3,15,1,9,High,5.2,74
e8370a40,RIDER_042,2,1,1,1,Medium,-6.8,36
c9b5c42c,RIDER_059,4,11,0,8,Low,1.6,100
dbbc1e44,RIDER_020,8,18,1,10,Medium,6.3,90
07e789ff,RIDER_073,1,3,1,8,Medium,-3.3,30
5d0a63b9,RIDER_017,8,9,0,3,Low,4.8,88
88a02137,RIDER_027,8,24,1,3,Medium,3.0,84
8478b36f,RIDER_002,3,4,0,3,Medium,-4.3,62
a1c3742a,RIDER_063,6,24,1,0,Medium,8.3,88
41ceda97,RIDER_062,4,13,1,4,Low,6.6,54
9b88f358,RIDER_100,1,9,1,5,Medium,4.5,47
edbb8539,RIDER_019,1,3,0,3,Medium,-3.4,50
c6511e3d,RIDER_017,5,16,0,7,Medium,-1.4,100
4431195b,RIDER_069,8,22,0,2,High,1.5,99
309897db,RIDER_117,1,8,1,10,High,7.7,55
a9b4d3b0,RIDER_081,2,7,0,8,Low,1.1,86
2013f2bc,RIDER_039,7,23,1,6,Low,2.7,70
83db96b3,RIDER_036,8,17,1,7,Medium,-0.9,82
3fa9a368,RIDER_132,3,16,0,6,Low,9.0,100
f335093c,RIDER_029,8,21,1,8,Medium,-2.1,83
09e74345,RIDER_051,1,22,1,1,Low,2.7,50
7f04be7e,RIDER_014,9,18,1,3,Medium,7.2,100
3e1b55d8,RIDER_069,2,16,0,1,Low,-0.2,43
308d2c03,RIDER_146,2,15,1,7,Low,0.9,36
2af9fcf5,RIDER_057,4,2,1,1,High,-1.6,61
2109cbda,RIDER_012,3,20,0,7,Low,-3.6,95
d3197e35,RIDER_017,4,4,1,5,Low,-3.0,36
a41e99ad,RIDER_030,6,5,1,6,Medium,8.3,74
0757343b,RIDER_088,7,7,1,10,Low,-4.4,64
8dc750f0,RIDER_099,5,15,0,5,Medium,-1.0,93
796f0d82,RIDER_023,2,17,1,8,Medium,-3.4,56
b31f9aa4,RIDER_129,3,10,1,3,Medium,-1.2,49
1e80da8b,RIDER_079,3,20,1,0,Medium,0.8,68
9f868d93,RIDER_032,5,9,1,8,Medium,2.6,59
2bf33e94,RIDER_009,5,16,1,9,Low,7.7,69
2168a898,RIDER_015,4,24,1,7,Low,5.7,68
4acf12a7,RIDER_027,8,3,1,0,Low,4.8,69
bc0c312d,RIDER_109,6,22,0,9,Low,5.0,100
59b09fc9,RIDER_076,6,9,0,5,Medium,-4.9,91
df31160e,RIDER_148,1,8,0,9,Low,2.2,93
2b1bd2d6,RIDER_065,6,23,0,3,Low,7.2,96
62ac373c,RIDER_109,3,7,1,10,Medium,9.6,60
e7dfe775,RIDER_129,6,17,1,1,Medium,6.9,79
c45e0af4,RIDER_010,6,5,0,2,Medium,-0.0,53
9a480c67,RIDER_047,2,7,1,8,Low,4.9,39
01558ce7,RIDER_123,1,13,0,4,Medium,-1.4,64
73210b5c,RIDER_059,3,18,1,6,Low,7.6,56
2ae70ed8,RIDER_096,5,22,1,1,High,-1.7,81
ab4a3b3b,RIDER_103,4,14,1,7,Low,-2.1,58
63e3f3a7,RIDER_124,7,18,1,2,Medium,6.6,83
84972177,RIDER_086,4,3,1,0,High,2.1,66
b5a32541,RIDER_146,8,17,1,7,Low,5.0,81
8591789a,RIDER_112,7,19,1,10,High,5.4,96
51e7c8c9,RIDER_027,9,7,1,10,Low,-2.7,61
9d80dcc1,RIDER_018,1,21,1,8,Low,2.3,48
13e8bb0a,RIDER_082,5,4,0,7,Low,-1.1,95
7b53fda5,RIDER_072,4,15,1,0,High,-5.9,65
4298ce41,RIDER_054,6,24,1,6,Low,1.6,71
609ed158,RIDER_071,1,8,1,6,Low,-0.7,32
e3ca51b9,RIDER_146,6,16,0,3,High,4.4,100
2268b58e,RIDER_038,1,1,1,7,Medium,6.5,38
21e2252b,RIDER_137,1,16,0,4,Medium,-0.9,63
ff15b12d,RIDER_035,8,2,1,3,Medium,-2.5,62
a99cbf2b,RIDER_082,2,2,1,4,Low,1.7,30
c8b22bd9,RIDER_133,6,8,1,10,High,3.2,75
b70c8878,RIDER_142,6,12,1,1,Medium,4.1,69
54f86086,RIDER_004,6,11,1,3,Low,10.1,75
bb507c33,RIDER_150,8,6,0,9,Medium,6.7,100
09baca9f,RIDER_023,4,19,1,7,High,1.9,80
f32a07a9,RIDER_048,3,18,0,6,Low,11.4,100
665e81b4,RIDER_148,6,5,0,7,Medium,5.5,100
404f2006,RIDER_125,4,15,0,6,Medium,5.9,100
a7613d3a,RIDER_055,2,8,1,6,High,10.0,75
20b9c741,RIDER_068,6,6,0,10,Low,3.8,100
1757c942,RIDER_088,5,12,1,6,High,2.8,83
a30b80a0,RIDER_001,9,19,1,1,Low,3.3,82
0ecb82d5,RIDER_135,6,12,0,2,Low,1.9,63
13d4f730,RIDER_095,3,12,1,0,Medium,-0.0,54
a2fbf643,RIDER_140,5,9,0,1,Low,-2.8,44
0c2e9b2d,RIDER_106,8,24,1,9,Medium,6.5,99
e6dca7ea,RIDER_133,9,10,1,5,Medium,6.7,87
6e3c2c60,RIDER_108,8,22,1,1,Medium,-0.0,87
b74e6271,RIDER_042,3,17,1,0,Medium,2.2,68
50c90c30,RIDER_102,9,18,1,7,High,-0.5,99
fceb3446,RIDER_124,3,16,1,8,High,4.2,73
efe17fd2,RIDER_140,8,4,0,6,Medium,4.3,100
6a16956c,RIDER_103,9,18,0,2,Medium,0.6,86
b43b45e3,RIDER_146,7,3,1,0,Medium,1.0,57
cb83c67c,RIDER_074,4,16,0,3,Medium,1.1,77
cbb8b18e,RIDER_108,9,14,1,9,Low,-0.3,71
18fa3e93,RIDER_122,3,24,0,10,Low,3.5,100
e842563e,RIDER_017,3,9,1,2,Medium,-6.6,39
6b49a775,RIDER_071,2,6,1,10,Low,2.3,35
3213a23f,RIDER_062,3,4,0,2,Low,9.0,56
bbe5962d,RIDER_041,1,2,1,1,Medium,4.7,40
e46a8526,RIDER_119,4,23,0,10,Low,-1.8,100
15328df3,RIDER_045,8,10,1,9,Low,-1.7,66
f85f3965,RIDER_058,5,11,1,2,Medium,-0.1,69
5d84354d,RIDER_126,2,7,1,10,Medium,-0.6,38
a6e012e0,RIDER_044,3,5,1,4,Medium,4.7,44
c8f5e059,RIDER_015,1,4,0,3,Medium,-1.1,54
55018749,RIDER_078,2,6,1,0,Medium,4.7,54
3446f1f7,RIDER_070,1,2,1,0,Low,1.4,25
512e9248,RIDER_101,2,2,1,0,Low,3.3,31
be975324,RIDER_003,3,16,1,9,Medium,4.6,60
